popularity_rank,title,year,genres
1102,Pocahontas,,"Adventure, Animation, Family, Romance"
1103,Lars and the Real Girl,,"Comedy, Drama, Romance"
1104,The Haunting of Hill House,,
1105,Cape Fear,,"Thriller, Crime"
1106,American Pie,,"Comedy, Romance"
1107,Saint Maud,,"Horror, Mystery, Drama"
1108,Cléo from 5 to 7,,Drama
1109,The Lost City,,"Action, Adventure, Comedy"
1110,From Dusk Till Dawn,,"Horror, Action, Thriller, Crime"
1111,Amsterdam,,"Mystery, Comedy, Drama"
1112,War Dogs,,"Comedy, Crime, Drama"
1113,Robots,,"Animation, Comedy, Family, Science Fiction"
1114,Alien: Covenant,,"Science Fiction, Horror, Thriller"
1115,Set It Up,,"Romance, Comedy"
1116,The Meg,,"Action, Science Fiction, Horror"
1117,Vivarium,,"Science Fiction, Thriller, Mystery, Horror"
1118,Cars 3,,"Family, Animation, Adventure, Comedy"
1119,The Lorax,,"Animation, Family"
1120,Roman Holiday,,"Romance, Comedy, Drama"
1121,Panic Room,,"Crime, Drama, Thriller"
1122,Dark Phoenix,,"Science Fiction, Action, Adventure"
1123,The Da Vinci Code,,"Thriller, Mystery"
1124,Black Mirror: Bandersnatch,,"Science Fiction, Mystery, Drama, Thriller, TV Movie"
1125,The King's Man,,"Action, Comedy, Adventure, Thriller"
1126,A.I. Artificial Intelligence,,"Drama, Science Fiction, Adventure"
1127,Army of Darkness,,"Fantasy, Horror, Comedy"
1128,Rio,,"Animation, Adventure, Comedy, Family"
1129,The Tale of the Princess Kaguya,,"Animation, Drama, Fantasy"
1130,Maze Runner: The Scorch Trials,,"Science Fiction, Action, Thriller, Adventure"
1131,Vice,,"Thriller, Science Fiction, Action, Adventure"
1132,King Kong,,"Adventure, Drama, Action"
1133,Taken,,"Action, Thriller"
1134,Drive-Away Dolls,,"Comedy, Crime"
1135,Platoon,,"Drama, War, Action"
1136,Pitch Perfect 2,,"Comedy, Music"
1137,A Trip to the Moon,,"Adventure, Science Fiction"
1138,2 Fast 2 Furious,,"Action, Crime, Thriller"
1139,Dune,,"Science Fiction, Adventure"
1140,The Peanut Butter Falcon,,"Adventure, Comedy, Drama"
1141,Twister,,"Action, Adventure, Drama"
1142,Quantum of Solace,,"Adventure, Action, Thriller, Crime"
1143,In Time,,"Action, Thriller, Science Fiction"
1144,Despicable Me 4,,"Animation, Family, Comedy, Action"
1145,Office Space,,Comedy
1146,Miss Congeniality,,"Comedy, Crime, Action"
1147,The Visit,,"Horror, Mystery, Thriller"
1148,Chicken Little,,"Animation, Family, Comedy"
1149,An American Werewolf in London,,"Comedy, Horror"
1150,Argylle,,"Action, Adventure, Comedy"
1151,Terrifier,,"Horror, Thriller"
1152,The Lovely Bones,,"Fantasy, Drama"
1153,Missing,,"Thriller, Mystery, Drama"
1154,The Fallout,,Drama
1155,Love & Other Drugs,,"Romance, Action, Drama"
1156,The Room,,"Drama, Romance"
1157,Total Recall,,"Action, Science Fiction, Thriller"
1158,White Noise,,"Comedy, Drama"
1159,Lamb,,Drama
1160,Creed II,,"Drama, Action"
1161,The Wailing,,"Horror, Mystery"
1162,Halloween Ends,,"Horror, Thriller"
1163,Gran Turismo,,"Adventure, Action, Drama"
1164,Brother Bear,,"Adventure, Animation, Family"
1165,27 Dresses,,"Comedy, Romance"
1166,Kubo and the Two Strings,,"Animation, Adventure, Family"
1167,Percy Jackson & the Olympians: The Lightning Thief,,"Adventure, Fantasy, Family"
1168,Mary Poppins,,"Comedy, Family, Fantasy"
1169,Searching,,"Thriller, Mystery, Drama"
1170,Wind River,,"Crime, Mystery, Thriller"
1171,Gattaca,,"Thriller, Science Fiction, Mystery, Romance"
1172,The Dreamers,,"Drama, Romance"
1173,Treasure Planet,,"Adventure, Animation, Family, Fantasy, Science Fiction"
1174,All About My Mother,,"Comedy, Drama"
1175,Uptown Girls,,"Comedy, Drama"
1176,The Intern,,Comedy
1177,Constantine,,"Fantasy, Action, Horror"
1178,Blade,,"Horror, Action"
1179,True Romance,,"Action, Crime, Romance"
1180,Antichrist,,"Drama, Horror, Thriller"
1181,The Cabinet of Dr. Caligari,,"Drama, Horror, Thriller, Crime"
1182,Fantastic Four,,"Action, Fantasy, Science Fiction"
1183,Three Colours: Red,,"Drama, Mystery, Romance"
1184,No One Will Save You,,"Horror, Science Fiction, Thriller"
1185,National Treasure,,"Adventure, Action, Thriller, Mystery"
1186,Primal Fear,,"Crime, Drama, Mystery, Thriller"
1187,M,,"Animation, Family, Comedy, Action"
1188,The Guardians of the Galaxy Holiday Special,,"Comedy, Science Fiction, Adventure"
1189,Starship Troopers,,"Adventure, Action, Thriller, Science Fiction"
1190,Dumb and Dumber,,Comedy
1191,Madagascar: Escape 2 Africa,,"Family, Adventure, Animation, Comedy"
1192,Fast Five,,"Action, Thriller, Crime"
1193,Unforgiven,,Western
1194,Murder Mystery,,"Action, Comedy, Mystery"
1195,Tokyo Story,,Drama
1196,The Blind Side,,Drama
1197,Contagion,,"Drama, Thriller, Science Fiction"
1198,"Crouching Tiger, Hidden Dragon",,"Adventure, Drama, Action, Romance"
1199,Bad Times at the El Royale,,"Thriller, Drama, Mystery, Crime"
1200,Ice Age: The Meltdown,,"Animation, Family, Comedy, Adventure"
1201,Only Lovers Left Alive,,"Drama, Romance"
1202,Fall,,"Thriller, Action"
1203,Paranormal Activity,,"Horror, Mystery"
1204,Furious 7,,"Action, Thriller, Crime"
1205,West Side Story,,"Drama, Romance, Crime"
1206,You've Got Mail,,"Comedy, Romance"
1207,Gone with the Wind,,"Drama, War, Romance"
1208,A Man Called Otto,,"Comedy, Drama"
1209,Red Eye,,"Thriller, Mystery"
1210,Fast X,,"Action, Crime, Thriller"
1211,Child's Play,,Horror
1212,The Jungle Book,,"Family, Adventure, Drama, Fantasy"
1213,The Big Sick,,"Comedy, Drama, Romance"
1214,Captain Phillips,,"Action, Drama, Thriller"
1215,Bambi,,"Animation, Drama, Family"
1216,Cinderella,,"Romance, Fantasy, Family, Drama"
1217,Columbus,,Drama
1218,Candyman,,"Drama, Horror, Thriller"
1219,Miss Peregrine's Home for Peculiar Children,,"Fantasy, Adventure"
1220,Possessor,,"Horror, Thriller, Science Fiction"
1221,Crash,,Drama
1222,Blow Out,,"Thriller, Mystery, Crime"
1223,Pineapple Express,,"Action, Comedy, Crime"
1224,War of the Worlds,,"Adventure, Thriller, Science Fiction"
1225,Run,,"Thriller, Horror, Drama"
1226,Atomic Blonde,,"Action, Adventure, Thriller"
1227,Dogville,,"Crime, Drama, Thriller"
1228,Maze Runner: The Death Cure,,"Science Fiction, Action, Adventure, Thriller"
1229,Hawkeye,,Action
1230,TRON: Legacy,,"Adventure, Action, Science Fiction"
1231,Three Thousand Years of Longing,,"Drama, Fantasy, Romance"
1232,Fantasia,,"Animation, Family, Fantasy"
1233,The Adventures of Tintin,,"Adventure, Animation, Mystery"
1234,"Hail, Caesar!",,"Comedy, Crime, Mystery"
1235,Rush,,"Drama, Action"
1236,The Man from U.N.C.L.E.,,"Comedy, Action, Adventure"
1237,The Nun II,,Horror
1238,Ghost World,,"Comedy, Drama"
1239,Brooklyn,,"Romance, Drama, History"
1240,The Founder,,"Drama, History"
1241,The Conversation,,"Crime, Drama, Mystery"
1242,Violent Night,,"Action, Comedy, Crime, Fantasy"
1243,Twin Peaks,,"TV Movie, Drama, Mystery, Thriller"
1244,Let the Right One In,,"Horror, Drama"
1245,Hairspray,,"Comedy, Romance, Drama"
1246,Pinocchio,,"Animation, Family, Fantasy"
1247,After Yang,,"Science Fiction, Drama"
1248,Stop Making Sense,,"Documentary, Music"
1249,Cha Cha Real Smooth,,"Comedy, Drama, Romance"
1250,Logan Lucky,,"Comedy, Crime, Action, Drama"
1251,Enola Holmes 2,,"Adventure, Mystery, Crime"
1252,Upgrade,,"Action, Thriller, Science Fiction"
1253,The Ritual,,"Horror, Thriller, Mystery"
1254,The Devil's Advocate,,"Drama, Mystery, Thriller, Horror"
1255,The Hunchback of Notre Dame,,"Drama, Animation, Family"
1256,Cinderella,,"Romance, Fantasy, Family, Drama"
1257,Charlie's Angels,,"Action, Adventure, Comedy"
1258,In the Heights,,"Drama, Romance"
1259,The King of Staten Island,,"Comedy, Drama"
1260,The Princess Diaries 2: Royal Engagement,,"Comedy, Drama, Family, Romance"
1261,Super 8,,"Thriller, Science Fiction, Mystery"
1262,Network,,Drama
1263,A Fistful of Dollars,,Western
1264,Fifty Shades of Grey,,"Drama, Romance, Thriller"
1265,Troy,,"Adventure, History, War, Action"
1266,Just Go with It,,"Comedy, Romance"
1267,Saw III,,"Horror, Thriller, Crime"
1268,Bottle Rocket,,"Comedy, Crime, Drama"
1269,Erin Brockovich,,Drama
1270,Dancer in the Dark,,"Drama, Crime"
1271,The Untouchables,,"Crime, History, Thriller"
1272,The Umbrellas of Cherbourg,,"Drama, Romance"
1273,Fallen Leaves,,"Romance, Comedy, Drama"
1274,Happy Feet,,"Animation, Comedy, Family"
1275,Cruel Intentions,,"Drama, Romance"
1276,Neighbors,,Comedy
1277,Straight Outta Compton,,"Drama, Music, History"
1278,The Thin Red Line,,"Drama, History, War"
1279,Star Trek,,"Science Fiction, Action, Adventure"
1280,BlackBerry,,"Drama, Comedy, History"
1281,The Hurt Locker,,"Drama, Thriller, War"
1282,Vanilla Sky,,"Science Fiction, Romance, Drama, Fantasy, Thriller, Mystery"
1283,Nerve,,"Mystery, Adventure, Crime"
1284,Limitless,,"Thriller, Mystery, Science Fiction"
1285,The Raid,,Action
1286,Shame,,Drama
1287,One Hundred and One Dalmatians,,"Adventure, Animation, Comedy, Family"
1288,Men in Black II,,"Action, Comedy, Science Fiction"
1289,It Comes at Night,,"Drama, Horror, Mystery"
1290,The Night of the Hunter,,"Crime, Drama, Thriller"
1291,Sleeping Beauty,,"Fantasy, Animation, Romance, Family"
1292,Atlantis: The Lost Empire,,"Animation, Family, Adventure, Science Fiction"
1293,Austin Powers: International Man of Mystery,,"Science Fiction, Comedy, Crime"
1294,Lady Vengeance,,"Drama, Thriller"
1295,Anastasia,,"Animation, Family, Fantasy, Adventure"
1296,Women on the Verge of a Nervous Breakdown,,"Comedy, Drama"
1297,2012,,"Action, Adventure, Science Fiction"
1298,Face/Off,,"Action, Crime, Science Fiction"
1299,To Kill a Mockingbird,,Drama
1300,Love and Monsters,,"Comedy, Action, Adventure, Science Fiction"
1301,The Kissing Booth,,"Romance, Comedy"
1302,Tangerine,,"Comedy, Drama"
1303,Daisies,,
1304,The Outsiders,,"Crime, Drama"
1305,Shazam! Fury of the Gods,,"Comedy, Action, Fantasy"
1306,Malcolm & Marie,,"Drama, Romance"
1307,The Death of Stalin,,"Comedy, Drama, History"
1308,Jurassic Park III,,"Adventure, Action, Thriller, Science Fiction"
1309,Modern Times,,"Comedy, Drama, Romance"
1310,Martyrs,,"Horror, Drama, Thriller"
1311,"Salò, or the 120 Days of Sodom",,"Drama, War"
1312,Ocean's Thirteen,,"Crime, Thriller"
1313,They Cloned Tyrone,,"Comedy, Science Fiction, Mystery"
1314,High and Low,,"Drama, Crime, Mystery"
1315,Terrifier 2,,"Horror, Thriller"
1316,Meet the Robinsons,,"Animation, Comedy, Family"
1317,My Cousin Vinny,,Comedy
1318,Men in Black 3,,"Action, Comedy, Science Fiction"
1319,Hook,,"Adventure, Fantasy, Comedy, Family"
1320,Over the Hedge,,"Family, Comedy, Animation"
1321,Basic Instinct,,"Thriller, Mystery"
1322,Double Indemnity,,"Crime, Thriller"
1323,Sixteen Candles,,"Drama, Romance, Comedy"
1324,50/50,,"History, Drama, Action"
1325,Army of the Dead,,"Action, Crime, Horror"
1326,Happiest Season,,"Romance, Comedy"
1327,Escape from New York,,"Science Fiction, Action"
1328,Alien³,,"Science Fiction, Action, Horror"
1329,The House,,"Animation, Drama, Comedy, Horror, Fantasy"
1330,Badlands,,"Crime, Drama, Romance"
1331,The Babysitter,,"Comedy, Horror"
1332,Mean Streets,,"Drama, Crime"
1333,Werewolf by Night,,"Action, Fantasy, Horror"
1334,Little Shop of Horrors,,"Horror, Comedy"
1335,17 Again,,"Comedy, Fantasy, Drama, Romance"
1336,High Fidelity,,"Drama, Comedy, Romance, Music"
1337,Sonic the Hedgehog 2,,"Action, Adventure, Family, Comedy"
1338,Forgetting Sarah Marshall,,"Comedy, Romance, Drama"
1339,A Brighter Summer Day,,"Crime, Drama, Romance"
1340,The Red Shoes,,"Drama, Romance"
1341,Midnight Cowboy,,Drama
1342,The Other Guys,,"Action, Comedy, Crime"
1343,Honey Boy,,Drama
1344,Thoroughbreds,,"Drama, Thriller"
1345,Puss in Boots,,"Animation, Adventure, Fantasy, Comedy, Family"
1346,The Spectacular Now,,"Comedy, Drama, Romance"
1347,Scent of a Woman,,Drama
1348,Wings of Desire,,"Drama, Fantasy, Romance"
1349,Boyz n the Hood,,"Crime, Drama"
1350,The Crow,,"Fantasy, Action, Thriller"
1351,"I, Robot",,"Action, Science Fiction"
1352,Sherlock Holmes: A Game of Shadows,,"Adventure, Action, Crime, Mystery"
1353,Bumblebee,,"Action, Adventure, Science Fiction"
1354,La Chimera,,"Adventure, Comedy, Fantasy, Drama, History"
1355,National Lampoon's Christmas Vacation,,Comedy
1356,The Holy Mountain,,Drama
1357,The Strangers,,"Horror, Mystery, Thriller"
1358,When Marnie Was There,,"Animation, Drama, Family, Mystery"
1359,Seven Psychopaths,,"Comedy, Crime"
1360,At Eternity's Gate,,Drama
1361,The Post,,"Drama, History"
1362,Happy Gilmore,,Comedy
1363,Wild at Heart,,"Crime, Thriller, Romance"
1364,Alvin and the Chipmunks,,"Comedy, Family, Fantasy, Animation"
1365,High Life,,"Science Fiction, Drama, Mystery"
1366,Tokyo Godfathers,,"Animation, Drama, Comedy"
1367,The Half of It,,"Comedy, Romance, Drama"
1368,The Autopsy of Jane Doe,,"Horror, Mystery"
1369,Red Rocket,,"Drama, Comedy"
1370,Taste of Cherry,,Drama
1371,Mad Max 2,,"Adventure, Action, Thriller, Science Fiction"
1372,The Blues Brothers,,"Music, Comedy, Action, Crime"
1373,Rebel Without a Cause,,Drama
1374,The Jungle Book,,"Family, Adventure, Drama, Fantasy"
1375,Steve Jobs,,"Drama, History"
1376,Eyes Without a Face,,"Drama, Horror, Thriller"
1377,Sleepless in Seattle,,"Comedy, Drama, Romance"
1378,If Beale Street Could Talk,,"Romance, Drama"
1379,Hannibal,,"Crime, Drama, Thriller"
1380,Kids,,"Drama, Crime"
1381,A Girl Walks Home Alone at Night,,"Horror, Romance"
1382,A Serious Man,,"Comedy, Drama"
1383,Big,,"Fantasy, Drama, Comedy, Romance, Family"
1384,La Dolce Vita,,"Comedy, Drama"
1385,Sunshine,,"Drama, Science Fiction, Thriller"
1386,Peter Pan,,"Adventure, Fantasy, Family"
1387,The Village,,"Drama, Mystery, Thriller"
1388,Source Code,,"Thriller, Science Fiction, Mystery"
1389,"Lock, Stock and Two Smoking Barrels",,"Comedy, Crime"
1390,Popstar: Never Stop Never Stopping,,"Comedy, Music"
1391,The Day After Tomorrow,,"Action, Adventure, Science Fiction, Thriller"
1392,Surf's Up,,"Animation, Comedy, Family"
1393,Cold War,,"Drama, Romance, War, Music"
1394,The Beguiled,,Drama
1395,Rise of the Guardians,,"Family, Animation, Fantasy, Action, Adventure"
1396,Persepolis,,"Animation, Drama"
1397,"Jeanne Dielman, 23, quai du Commerce, 1080 Bruxelles",,Drama
1398,The Dictator,,Comedy
1399,Molly's Game,,"Drama, Crime"
1400,F9,,"Action, Adventure, Crime"
1401,Batman & Robin,,"Action, Crime, Fantasy"
1402,Annabelle,,Horror
1403,Petite Maman,,"Drama, Fantasy"
1404,Jackass Forever,,"Comedy, Documentary"
1405,Begin Again,,"Comedy, Music, Romance, Drama"
1406,Billy Elliot,,"Drama, Comedy, Music"
1407,It's Such a Beautiful Day,,"Animation, Comedy"
1408,Transformers: Rise of the Beasts,,"Science Fiction, Adventure, Action"
1409,Ace Ventura: Pet Detective,,"Comedy, Mystery"
1410,The Last Black Man in San Francisco,,Drama
1411,Run Lola Run,,"Action, Drama, Thriller"
1412,High School Musical 3: Senior Year,,"Comedy, Romance, Drama, Family, Music"
1413,Meet the Parents,,"Comedy, Romance"
1414,Liar Liar,,Comedy
1415,Elephant,,"Crime, Drama"
1416,Ghostbusters,,"Action, Fantasy, Comedy"
1417,The Invitation,,"Horror, Thriller"
1418,The Karate Kid,,"Action, Drama, Family"
1419,Days of Heaven,,"Drama, Romance"
1420,The Good Dinosaur,,"Adventure, Animation, Family"
1421,Dumb Money,,"History, Comedy, Drama"
1422,A Few Good Men,,Drama
1423,Freaky,,"Comedy, Horror, Thriller"
1424,Jackie,,Drama
1425,Gerald's Game,,"Horror, Thriller"
1426,The Hangover Part III,,Comedy
1427,Yes Man,,"Comedy, Romance"
1428,Moonstruck,,"Comedy, Drama, Romance"
1429,Le Samouraï,,"Crime, Thriller"
1430,Death Becomes Her,,"Comedy, Fantasy, Horror"
1431,Amores Perros,,"Drama, Thriller"
1432,How to Have Sex,,Drama
1433,A Woman Under the Influence,,Drama
1434,Mother,,"Drama, Thriller, Horror"
1435,Spy Kids,,"Action, Comedy, Family, Adventure"
1436,Batman Forever,,"Action, Crime, Fantasy"
1437,Transformers: Revenge of the Fallen,,"Science Fiction, Action, Adventure"
1438,The Assassination of Jesse James by the Coward Robert Ford,,"Drama, Western"
1439,The Secret Life of Pets,,"Adventure, Comedy, Animation, Family"
1440,Blood Diamond,,"Drama, Thriller, Action"
1441,A Cinderella Story,,"Comedy, Family, Romance"
1442,Frankenweenie,,"Animation, Comedy, Family"
1443,The Muppet Christmas Carol,,"Music, Comedy, Family, Fantasy, Drama"
1444,I Know What You Did Last Summer,,"Horror, Thriller, Mystery"
1445,The Town,,"Crime, Drama, Thriller"
1446,Flushed Away,,"Adventure, Animation, Comedy, Family"
1447,Lady and the Tramp,,"Family, Animation, Romance"
1448,Ice Age: Dawn of the Dinosaurs,,"Animation, Comedy, Family, Adventure"
1449,Fast & Furious 6,,"Action, Crime, Thriller"
1450,Wild Strawberries,,Drama
1451,Bill & Ted's Excellent Adventure,,"Action, Crime"
1452,DodgeBall: A True Underdog Story,,Comedy
1453,The Impossible,,"Adventure, Drama, Thriller"
1454,Lincoln,,"History, Drama"
1455,Thief,,"Crime, Thriller, Action"
1456,Despicable Me 3,,"Action, Animation, Comedy, Family, Adventure"
1457,The Beekeeper,,Action
1458,Life,,"Horror, Science Fiction, Mystery, Thriller"
1459,Aquaman and the Lost Kingdom,,"Action, Adventure, Fantasy"
1460,Mortal Kombat,,"Action, Fantasy, Adventure"
1461,The Croods,,"Animation, Adventure, Family, Fantasy, Comedy, Action"
1462,Horrible Bosses,,"Comedy, Crime"
1463,Hellboy,,"Fantasy, Action"
1464,Palo Alto,,Drama
1465,She's All That,,"Comedy, Romance"
1466,Close-Up,,"Crime, Drama"
1467,American Gangster,,"Drama, Crime"
1468,The Age of Adaline,,"Romance, Fantasy, Drama"
1469,Extraction,,"Action, Thriller"
1470,City Lights,,"Comedy, Romance, Drama"
1471,Rye Lane,,"Comedy, Romance"
1472,My Best Friend's Wedding,,"Comedy, Romance"
1473,Mulan,,"Animation, Family, Adventure"
1474,Twin Peaks: The Return,,Documentary
1475,The Fighter,,Drama
1476,The Third Man,,"Thriller, Mystery"
1477,Planet of the Apes,,"Science Fiction, Adventure, Action"
1478,First Blood,,"Action, Adventure, Thriller, War"
1479,My Life as a Zucchini,,"Animation, Comedy, Drama, Family, Romance"
1480,The Equalizer,,"Thriller, Action, Crime"
1481,Clerks,,Comedy
1482,Fast & Furious,,"Action, Crime, Thriller"
1483,Jerry Maguire,,"Comedy, Drama, Romance"
1484,Inland Empire,,"Horror, Thriller, Mystery"
1485,Texas Chainsaw Massacre,,"Horror, Thriller"
1486,Dawn of the Dead,,"Action, Horror, Drama"
1487,Pain and Glory,,Drama
1488,The Woman King,,"Action, Drama, History"
1489,Anomalisa,,"Animation, Drama, Romance, Comedy"
1490,Inside Man,,"Crime, Drama, Thriller"
1491,The Danish Girl,,Drama
1492,The French Connection,,"Action, Crime, Thriller"
1493,Dark Shadows,,"Comedy, Fantasy"
1494,Meg 2: The Trench,,"Action, Science Fiction, Horror"
1495,Bring It On,,Comedy
1496,Lemony Snicket's A Series of Unfortunate Events,,"Adventure, Comedy, Family"
1497,Paris Is Burning,,Documentary
1498,Holes,,"Adventure, Family, Drama, Comedy"
1499,Shin Godzilla,,"Action, Science Fiction, Horror"
1500,Chronicle,,"Science Fiction, Drama, Thriller"
1501,Zola,,"Comedy, Crime"
1502,The Fugitive,,"Action, Thriller, Drama"
1503,Zero Dark Thirty,,"Thriller, Drama"
1504,The Wrestler,,"Drama, Romance"
1505,The Aristocats,,"Animation, Comedy, Family, Adventure"
1506,Gummo,,"Drama, Comedy"
1507,Black Christmas,,"Horror, Mystery, Thriller"
1508,Five Feet Apart,,"Romance, Drama"
1509,Wolfwalkers,,"Animation, Family, Adventure, Fantasy"
1510,The Bourne Ultimatum,,"Action, Drama, Mystery, Thriller"
1511,From Up on Poppy Hill,,"Animation, Drama"
1512,Bound,,"Drama, Thriller, Crime"
1513,Practical Magic,,"Romance, Comedy, Fantasy"
1514,American Honey,,Drama
1515,Hancock,,"Fantasy, Action"
1516,Mars Attacks!,,"Comedy, Fantasy, Science Fiction"
1517,Night at the Museum: Battle of the Smithsonian,,"Adventure, Fantasy, Action, Comedy, Family"
1518,Chip 'n Dale: Rescue Rangers,,"Animation, Family, Comedy, Adventure, Mystery"
1519,Grown Ups 2,,Comedy
1520,Jungle Cruise,,"Action, Adventure, Fantasy"
1521,Not Okay,,"Comedy, Drama"
1522,The Fate of the Furious,,"Action, Crime, Thriller"
1523,Stuart Little,,"Family, Fantasy, Comedy, Adventure, Animation"
1524,Malcolm X,,"Drama, History"
1525,Election,,"Comedy, Romance, Drama, Mystery"
1526,Wild Tales,,"Drama, Thriller, Comedy"
1527,Darkest Hour,,"Drama, History"
1528,Nymphomaniac: Vol. I,,"Drama, Mystery"
1529,Primer,,"Science Fiction, Drama, Thriller"
1530,Big Trouble in Little China,,"Comedy, Action, Fantasy"
1531,Diary of a Wimpy Kid,,"Comedy, Family"
1532,The Passion of Joan of Arc,,"Drama, History"
1533,A Separation,,Drama
1534,Weathering with You,,"Animation, Drama, Fantasy, Romance"
1535,Transformers: Dark of the Moon,,"Action, Science Fiction, Adventure"
1536,Star Trek Into Darkness,,"Action, Adventure, Science Fiction"
1537,Obi-Wan Kenobi,,Documentary
1538,A History of Violence,,"Drama, Thriller, Crime"
1539,Pierrot le Fou,,"Drama, Romance, Crime"
1540,All the President's Men,,"Drama, History, Mystery, Thriller"
1541,Ambulance,,"Thriller, Action, Crime"
1542,Yojimbo,,"Drama, Thriller"
1543,Warm Bodies,,"Horror, Comedy, Romance"
1544,Dumbo,,"Animation, Family"
1545,Flipped,,"Romance, Drama"
1546,Speed Racer,,"Family, Action, Adventure, Comedy"
1547,Fast & Furious Presents: Hobbs & Shaw,,"Action, Crime, Thriller"
1548,2046,,"Drama, Science Fiction, Romance"
1549,The Muppets,,"Comedy, Family, Music"
1550,Detachment,,Drama
1551,Neon Genesis Evangelion,,"Animation, Science Fiction, Action, Drama"
1552,Ma,,"Horror, Thriller, Mystery"
1553,Meet Joe Black,,"Fantasy, Drama, Romance"
1554,Four Weddings and a Funeral,,"Comedy, Drama, Romance"
1555,Young Frankenstein,,Comedy
1556,Jacob's Ladder,,"Drama, Mystery, Horror"
1557,Robot Dreams,,"Animation, Drama, Comedy, Science Fiction"
1558,The Night House,,"Drama, Horror, Mystery, Thriller"
1559,Apollo 13,,"Drama, History"
1560,Mad God,,"Animation, Fantasy, Horror, Science Fiction, War"
1561,Blood Simple,,"Crime, Drama, Thriller"
1562,The Cat in the Hat,,"Comedy, Adventure, Family, Fantasy"
1563,Wallace & Gromit: The Curse of the Were-Rabbit,,"Adventure, Animation, Comedy, Family"
1564,Babel,,Drama
1565,Wild Child,,"Comedy, Drama, Romance"
1566,The Basketball Diaries,,"Drama, Crime"
1567,The Naked Gun: From the Files of Police Squad!,,"Comedy, Crime"
1568,Escape Room,,"Horror, Thriller, Mystery"
1569,Frankenstein,,"Drama, Horror, Science Fiction"
1570,Drag Me to Hell,,"Horror, Thriller"
1571,Sully,,"Drama, History"
1572,Dial M for Murder,,"Thriller, Crime"
1573,Madagascar 3: Europe's Most Wanted,,"Animation, Family, Comedy, Adventure"
1574,Beau Travail,,Drama
1575,Only God Forgives,,"Drama, Thriller, Crime"
1576,Dredd,,"Action, Science Fiction"
1577,Rocky II,,Drama
1578,Speak No Evil,,"Horror, Thriller"
1579,All About Eve,,Drama
1580,Amour,,"Drama, Romance"
1581,Scooby-Doo 2: Monsters Unleashed,,"Mystery, Fantasy, Adventure, Comedy"
1582,Southpaw,,"Action, Drama"
1583,Sing 2,,"Animation, Family, Music, Comedy"
1584,Where the Wild Things Are,,"Family, Fantasy, Drama, Adventure"
1585,Stoker,,"Drama, Horror, Thriller"
1586,The Cat Returns,,"Adventure, Fantasy, Animation, Drama, Family"
1587,Mr. Nobody,,"Science Fiction, Drama, Romance"
1588,Walk the Line,,"Drama, Music, Romance"
1589,Bridge of Spies,,"Thriller, Drama"
1590,The Last Samurai,,"Drama, Action, War"
1591,Mishima: A Life in Four Chapters,,Drama
1592,Space Jam: A New Legacy,,"Family, Animation, Comedy, Science Fiction"
1593,Ghostbusters: Frozen Empire,,"Fantasy, Adventure, Comedy"
1594,Bad Boys,,"Action, Crime, Thriller, Comedy"
1595,Wedding Crashers,,"Comedy, Romance"
1596,The Chronicles of Narnia: Prince Caspian,,"Adventure, Family, Fantasy"
1597,All That Jazz,,Drama
1598,Donnie Brasco,,"Crime, Drama, Thriller"
1599,The Two Popes,,"Drama, History"
1600,Stardust,,"Adventure, Fantasy, Romance, Family"
1601,Bombshell,,Drama
1602,Eastern Promises,,"Thriller, Crime, Mystery"
1603,Monsters vs Aliens,,"Animation, Family, Adventure, Science Fiction"
1604,Poison,,Comedy
1605,Insidious: The Red Door,,"Horror, Thriller"
1606,For a Few Dollars More,,Western
1607,The Double Life of Véronique,,Drama
1608,Bride Wars,,"Comedy, Romance"
1609,A Knight's Tale,,"Adventure, Drama, Romance, Action"
1610,Barton Fink,,"Comedy, Drama"
1611,Showgirls,,Drama
1612,House of Wax,,"Mystery, Horror, Thriller"
1613,Rocky IV,,Drama
1614,Saw IV,,"Horror, Thriller, Crime"
1615,All About Lily Chou-Chou,,"Drama, Crime"
1616,Warrior,,"Drama, Action"
1617,Tusk,,"Comedy, Horror"
1618,The New Mutants,,"Science Fiction, Horror, Action, Adventure"
1619,To All the Boys: P.S. I Still Love You,,"Romance, Comedy"
1620,Orphan: First Kill,,"Horror, Thriller"
1621,Vivre Sa Vie,,Drama
1622,Insurgent,,"Action, Adventure, Science Fiction, Thriller"
1623,Oblivion,,"Action, Science Fiction, Adventure, Mystery"
1624,Hot Rod,,"Comedy, Action"
1625,ParaNorman,,"Family, Animation, Adventure, Comedy"
1626,Rebecca,,"Mystery, Romance, Thriller"
1627,Hiroshima Mon Amour,,"Drama, History, Romance"
1628,This Is Spinal Tap,,"Music, Comedy"
1629,Tampopo,,Comedy
1630,Anna Karenina,,"Drama, Romance, History"
1631,Ella Enchanted,,"Family, Fantasy, Comedy"
1632,You're Next,,"Horror, Thriller, Mystery"
1633,Autumn Sonata,,Drama
1634,The Pale Blue Eye,,"Thriller, Crime, Horror, Mystery"
1635,A Cure for Wellness,,"Horror, Mystery, Science Fiction"
1636,Millennium Actress,,"Animation, Drama, Romance, Fantasy"
1637,Cowboy Bebop,,"Action, Animation, Science Fiction"
1638,Da 5 Bloods,,"War, Drama"
1639,Charade,,"Comedy, Mystery, Romance"
